COUNT,RARITY,METATOON STUDIOS CHARACTER,BACKGROUND NAME,BACKGROUND COLOR,SKIN,SKIN COLOR NAME,BODY,BODY COLOR NAME,FACE,FACE COLOR NAME,FRECKLES,WHISKERS,TEETH,TEETH COLOR NAME,TONGUE,TONGUE COLOR,EYES,EYE COLOR NAME,TRAIT 1,TRAIT 1 - COLOR 1,TRAIT 1 - COLOR 2,TRAIT 2,TRAIT 2 - COLOR 1,TRAIT 2 - COLOR 2,TRAIT 3,TRAIT 3 - COLOR 1,TRAIT 3 - COLOR 2,TRAIT 4,TRAIT 4 - COLOR 1,TRAIT 4 - COLOR 2,PROP
745,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,JUNGLE MINT,LOONY EYES,SLEEPY GREY,CUPIDS BOW,POW RED,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,LOONY EYES,SLEEPY GREY,CUPIDS BOW,BONE,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,POW RED,EXHILARATION,POW RED,ARTEMIS'S BOW,POW RED,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,JUNGLE MINT,EXHILARATION,PASTEL PINK ,ARTEMIS'S BOW,JUNGLE MINT,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
749,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,HELL RED,PAYDAY,VICE BLUE,ARTEMIS'S BOW,HONEYCOMB,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
750,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,LEMONADE,INFATUATION,HELL RED,ARTEMIS'S BOW,LEMONADE,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
751,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,BRIORANGE,XX,TUXEDO BLACK,ARTEMIS'S BOW,ROYAL BLUE,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
752,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,FIAT YELLOW,XX,TUXEDO BLACK,ARTEMIS'S BOW,CHAMPION PURPLE,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
753,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,HADES LENS,MORNING BLEND,ARTEMIS'S BOW,VICE BLUE,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
754,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,BRIORANGE,PABLO'S WEB,MORNING BLEND,ARTEMIS'S BOW,BRIORANGE,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
755,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,CHAMPION PURPLE,SOULESS,MORNING BLEND,ARTEMIS'S BOW,TUXEDO BLACK,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
756,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,LOONY EYES,PASTEL PINK ,ARTEMIS'S BOW,PASTEL PINK ,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
757,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,FIAT YELLOW,LOONY EYES,DARK WHITE,ARTEMIS'S BOW,FIAT YELLOW,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
758,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,JUNGLE MINT,?,?,LAST WORDS,POW RED,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
759,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,ROYAL BLUE,?,?,LAST WORDS,FIAT YELLOW,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
760,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,BILLIE GREEN,?,?,LAST WORDS,KILLER PINK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
761,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,JUNGLE MINT,?,?,LAST WORDS,PASTEL PINK ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
762,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,FIAT YELLOW,?,?,LAST WORDS,ROYAL BLUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
763,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,LEMONADE,?,?,LAST WORDS,JUNGLE MINT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
764,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,FIAT YELLOW,?,?,LAST WORDS,CHAMPION PURPLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
765,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,JUNGLE MINT,?,?,LAST WORDS,BRIORANGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
766,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,POW RED,?,?,LAST WORDS,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
767,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,VICE BLUE,?,?,LAST WORDS,MOONLIGHT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
768,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,BRIORANGE,?,?,LAST WORDS,TAMARINDO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
769,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,BRIORANGE,XX,TUXEDO BLACK,LAST WORDS,LEMONADE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
770,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,BRIORANGE,XX,TUXEDO BLACK,SALVATION,ROYAL BLUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
771,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,ANGRY,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,POW RED,TOON EYES,DARK WHITE,SALVATION,FIAT YELLOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
772,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,ANGRY,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,JUNGLE MINT,TOON EYES,DARK WHITE,SALVATION,BILLIE GREEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
773,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,ANGRY,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,JUNGLE MINT,TOON EYES,DARK WHITE,SALVATION,CHAMPION PURPLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
774,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,ANGRY,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,TOON EYES,PASTEL PINK ,SALVATION,PASTEL PINK ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
775,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,ANGRY,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,LEMONADE,TOON EYES,LEMONADE,SALVATION,LEMONADE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
776,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,ANGRY,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,HELL RED,TOON EYES,FIAT YELLOW,SALVATION,HELL RED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
777,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,ANGRY,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,TOON EYES,FIAT YELLOW,SALVATION,ROYAL BLUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
778,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,ANGRY,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,POW RED,TOON EYES,ROYAL BLUE,SALVATION,FIAT YELLOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
779,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,ANGRY,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,BRIORANGE,TOON EYES,BRIORANGE,SALVATION,JUNGLE MINT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
780,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,HOWLING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,NA,NA,XX,TUXEDO BLACK,SALVATION,TUXEDO BLACK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
781,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,HOWLING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,NA,NA,XX,TUXEDO BLACK,SALVATION,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
782,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,HOWLING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,NA,NA,HADES LENS,MORNING BLEND,SALVATION,FIAT YELLOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
783,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,HOWLING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,NA,NA,PABLO'S WEB,MORNING BLEND,SALVATION,LEMONADE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
784,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,HOWLING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,NA,NA,SOULESS,MORNING BLEND,SALVATION,VICE BLUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
785,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,HOWLING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,NA,NA,XX,TUXEDO BLACK,SCENE OF THE CRIME,ROYAL BLUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
786,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,HOWLING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,NA,NA,XX,TUXEDO BLACK,SCENE OF THE CRIME,JUNGLE MINT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
787,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,HOWLING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,NA,NA,XX,TUXEDO BLACK,SCENE OF THE CRIME,PASTEL PINK ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
788,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,POW RED,XX,TUXEDO BLACK,SCENE OF THE CRIME,ROYAL BLUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
789,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,BRIORANGE,LOONY EYES,FIAT YELLOW,SCENE OF THE CRIME,JUNGLE MINT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
790,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,KILLER PINK,LOONY EYES,SLEEPY GREY,SCENE OF THE CRIME,JUNGLE MINT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
791,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,BRIORANGE,EXHILARATION,ROYAL BLUE,SCENE OF THE CRIME,POW RED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
792,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,JUNGLE MINT,EXHILARATION,FIAT YELLOW,SCENE OF THE CRIME,PASTEL PINK ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
793,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,EXHILARATION,PASTEL PINK ,SCENE OF THE CRIME,JUNGLE MINT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
794,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,BILLIE GREEN,EXHILARATION,FIAT YELLOW,SCENE OF THE CRIME,BRIORANGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
795,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,EXHILARATION,DARK WHITE,SCENE OF THE CRIME,ROYAL BLUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
796,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,POW RED,PAYDAY,FIAT YELLOW,SCENE OF THE CRIME,FIAT YELLOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
797,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,BILLIE GREEN,PAYDAY,KILLER PINK,SCENE OF THE CRIME,KILLER PINK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
798,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,LEMONADE,PAYDAY,PASTEL PINK ,SCENE OF THE CRIME,PASTEL PINK ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
799,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,PAYDAY,JUNGLE MINT,SCENE OF THE CRIME,HELL RED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
800,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,PAYDAY,FIAT YELLOW,SCENE OF THE CRIME,ROYAL BLUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
801,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,JUNGLE MINT,INFATUATION,PASTEL PINK ,SCENE OF THE CRIME,LEMONADE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
802,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,JUNGLE MINT,INFATUATION,BRIORANGE,SCENE OF THE CRIME,BRIORANGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
803,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,INFATUATION,VICE BLUE,SCENE OF THE CRIME,VICE BLUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
804,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,ROYAL BLUE,XX,TUXEDO BLACK,SCENE OF THE CRIME,POW RED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
805,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,XX,TUXEDO BLACK,SCENE OF THE CRIME,PASTEL PINK ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
806,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,KILLER PINK,XX,TUXEDO BLACK,SCENE OF THE CRIME,BILLIE GREEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,JUNGLE MINT,LOONY EYES,BRIORANGE,SCENE OF THE CRIME,BRIORANGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
808,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,BRIORANGE,LOONY EYES,VICE BLUE,SCENE OF THE CRIME,VICE BLUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
809,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,LOONY EYES,JUNGLE MINT,SCENE OF THE CRIME,JUNGLE MINT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
810,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,BRIORANGE,HADES LENS,JUST BROWM,SCENE OF THE CRIME,JUNGLE MINT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
811,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,HONEYCOMB,HADES LENS,JUST BROWM,SCENE OF THE CRIME,HELL RED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,HONEYCOMB,PABLO'S WEB,JUST BROWM,SCENE OF THE CRIME,FIAT YELLOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
813,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,LEMONADE,PABLO'S WEB,JUST BROWM,SCENE OF THE CRIME,ROYAL BLUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
814,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,HELL RED,SOULESS,JUST BROWM,SCENE OF THE CRIME,LEMONADE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
815,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,JUNGLE MINT,SOULESS,JUST BROWM,SCENE OF THE CRIME,ROYAL BLUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
816,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,POW RED,TOON EYES,FIAT YELLOW,SCENE OF THE CRIME,PASTEL PINK ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
817,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,POW RED,TOON EYES,DARK WHITE,SCENE OF THE CRIME,JUNGLE MINT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
818,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,POW RED,TOON EYES,POW RED,SCENE OF THE CRIME,FIAT YELLOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
819,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,BRIORANGE,TOON EYES,FIAT YELLOW,SCENE OF THE CRIME,FIAT YELLOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
820,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,TOON EYES,ROYAL BLUE,SCENE OF THE CRIME,ROYAL BLUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
821,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,TOON EYES,JUNGLE MINT,SCENE OF THE CRIME,POW RED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
822,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,ANGRY,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,POW RED,TOON EYES,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
823,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,ANGRY,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,BRIORANGE,TOON EYES,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
824,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,ANGRY,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,FIAT YELLOW,TOON EYES,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
825,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,TUXEDO BLACK,ANGRY,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,KILLER PINK,TOON EYES,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
